num,data1,data2,data3,data4,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,data21,data22,data23,data24,data25,data26,data27,data28,sort
5010,0.6495,0.6508,0.4245,0.3981,0.0255,0.026,0.0528,0.0508,-0.0081,-0.0223,0.0053,0.0052,0.0212,0.0193,-0.0272,-0.0407,-0.0236,-0.025,-0.0311,-0.0316,-0.051,-0.0456,0.013,0.0079,0.0022,-0.002,-0.0084,-0.0111,4
5011,0.6501,0.6502,0.4369,0.3948,0.0274,0.0255,0.0487,0.0493,-0.0128,-0.0185,0.0054,0.0128,0.0213,0.0185,-0.0263,-0.0376,-0.0141,-0.0233,-0.0244,-0.0379,-0.0506,-0.049,0.0133,0.0076,0.0041,-0.0051,-0.0052,-0.0028,4
5012,0.6502,0.6501,0.386,0.3978,0.0256,0.034,0.0522,0.0556,-0.0055,-0.016,0.0045,0.0185,0.0226,0.0153,-0.0276,-0.0367,-0.0206,-0.0218,-0.0258,-0.043,-0.0481,-0.0486,0.0103,0.0085,0.0026,-0.0116,-0.0083,-0.0054,4
5013,0.6499,0.6507,0.4473,0.3979,0.0246,0.0399,0.0538,0.0561,-0.0079,-0.021,0.0045,0.011,0.0248,0.0138,-0.0255,-0.0346,-0.0225,-0.0248,-0.0284,-0.0438,-0.0515,-0.0519,0.0087,0.0082,-0.0042,-0.0041,-0.0065,-0.0051,4
5014,0.6494,0.6506,0.4239,0.41,0.0251,0.0283,0.0509,0.0554,-0.0136,-0.0252,0.0058,0.007,0.0174,0.0174,-0.0311,-0.0366,-0.0154,-0.0216,-0.0291,-0.0321,-0.0524,-0.05,0.0044,0.007,-0.0038,-0.0048,-0.0057,-0.0065,4
5015,0.6503,0.6503,0.4154,0.4301,0.0251,0.0473,0.0538,0.0508,-0.0079,-0.0155,0.0025,0.0069,0.024,0.0173,-0.0282,-0.0355,-0.0208,-0.0235,-0.028,-0.0478,-0.0501,-0.0517,0.0169,0.0079,-0.0026,-0.007,-0.0079,-0.0044,4
5016,0.6494,0.6478,0.4173,0.4126,0.024,0.0326,0.0578,0.0496,-0.0161,-0.0252,0.0041,0.0143,0.0205,0.0172,-0.0324,-0.0404,-0.0242,-0.022,-0.0305,-0.0359,-0.0505,-0.0524,0.0123,0.0072,0.0036,-0.0095,-0.0068,-0.0014,4
5017,0.6096,0.6078,0.4063,0.4209,0.024,0.0365,0.0474,0.0489,-0.0118,-0.0281,0.0073,0.0133,0.0234,0.0123,-0.0363,-0.0391,-0.0207,-0.018,-0.0221,-0.0397,-0.0459,-0.0426,0.0094,0.0085,-0.0008,-0.0022,-0.0067,-0.0023,4
5018,0.5705,0.5688,0.4144,0.3967,0.0229,0.0328,0.0474,0.0453,-0.0221,-0.0285,0.0064,0.0117,0.0149,0.0133,-0.0385,-0.0409,-0.0171,-0.0152,-0.0243,-0.0358,-0.0424,-0.0369,0.0095,0.007,0.0025,-0.0021,-0.0049,-0.0036,4
5019,0.5287,0.526,0.3969,0.3739,0.0217,0.031,0.0451,0.0424,-0.0244,-0.0305,0.0059,0.0142,0.0197,0.0122,-0.0394,-0.04,-0.0174,-0.0097,-0.016,-0.0285,-0.044,-0.0412,0.0101,0.0096,0.0052,-0.0045,-0.0047,-0.0042,4
5020,0.4965,0.4973,0.3886,0.3787,0.0215,0.0283,0.0455,0.0396,-0.0205,-0.0266,0.0074,0.0154,0.0176,0.0126,-0.036,-0.0405,-0.0123,-0.0115,-0.0178,-0.031,-0.042,-0.0393,0.012,0.0092,0.0039,-0.0093,-0.0059,-0.0003,4
5021,0.4992,0.5004,0.3927,0.405,0.022,0.0287,0.0481,0.0408,-0.0196,-0.0299,0.0061,0.0192,0.0209,0.0109,-0.0348,-0.0345,-0.0149,-0.0078,-0.016,-0.0326,-0.0394,-0.0345,0.0128,0.0078,0.0033,-0.0037,-0.0059,-0.0033,4
5022,0.4993,0.5004,0.3791,0.4081,0.0214,0.033,0.046,0.0377,-0.0265,-0.0318,0.0075,0.0191,0.0165,0.0129,-0.0371,-0.0409,-0.0106,-0.0121,-0.0215,-0.0293,-0.041,-0.0403,0.0096,0.0101,0.0044,-0.0069,-0.0061,-0.003,4
5023,0.4994,0.4997,0.4189,0.4156,0.0217,0.034,0.0404,0.0405,-0.0254,-0.0324,0.005,0.0137,0.0172,0.0136,-0.04,-0.0446,-0.0105,-0.0094,-0.0194,-0.0333,-0.0406,-0.0369,0.009,0.0081,0.0029,-0.0043,-0.0035,-0.0041,4
5024,0.4995,0.4997,0.428,0.3866,0.0227,0.0315,0.0486,0.0416,-0.0261,-0.0274,0.0063,0.0161,0.017,0.0109,-0.0339,-0.0405,-0.0089,-0.0086,-0.0164,-0.0258,-0.043,-0.0402,0.0095,0.0085,0.0038,0.0005,-0.0062,-0.0013,4
5025,0.4993,0.5005,0.398,0.3667,0.0215,0.0336,0.047,0.0416,-0.025,-0.0349,0.0066,0.0151,0.022,0.0131,-0.0347,-0.0378,-0.0113,-0.0101,-0.0238,-0.0292,-0.0419,-0.0353,0.0085,0.008,0.005,-0.0052,-0.0052,-0.0007,4
5026,0.4994,0.5003,0.3953,0.4018,0.0174,0.0359,0.0474,0.0384,-0.0254,-0.0304,0.0072,0.0095,0.0158,0.0143,-0.0356,-0.0388,-0.0213,-0.0109,-0.0066,-0.0397,-0.041,-0.0367,0.0081,0.008,0.004,-0.0022,-0.0049,-0.0059,4
5027,0.4995,0.5,0.3927,0.4024,0.0214,0.0323,0.0436,0.0386,-0.0224,-0.0326,0.0071,0.0147,0.0215,0.0121,-0.0336,-0.0406,-0.0139,-0.0112,-0.0172,-0.029,-0.0428,-0.0335,0.0114,0.0096,-0.0011,-0.005,-0.0056,0.0002,4
5028,0.4995,0.4998,0.3861,0.4352,0.0199,0.0319,0.0385,0.0408,-0.0239,-0.0329,0.0061,0.0185,0.0213,0.0109,-0.0388,-0.0433,-0.0115,-0.0116,-0.0181,-0.0281,-0.0407,-0.0425,0.0055,0.0078,-0.0027,-0.006,-0.0054,-0.0017,4
5029,0.4992,0.5004,0.4112,0.4054,0.0204,0.0294,0.0481,0.0396,-0.0267,-0.0309,0.006,0.0122,0.0191,0.0114,-0.0362,-0.04,-0.0103,-0.0105,-0.0156,-0.0273,-0.038,-0.0355,0.0068,0.0084,-0.0009,-0.01,-0.0062,-0.0031,4
5030,0.4991,0.5004,0.414,0.4018,0.0187,0.0342,0.0458,0.0402,-0.0151,-0.0306,0.0048,0.0126,0.0131,0.015,-0.0379,-0.0453,-0.0105,-0.0098,-0.0203,-0.0298,-0.0394,-0.0355,0.0091,0.0084,0.0039,-0.0017,-0.0057,-0.0066,4
5031,0.4996,0.5001,0.3789,0.377,0.0191,0.0297,0.0449,0.0419,-0.0177,-0.0278,0.0066,0.0127,0.0195,0.0142,-0.034,-0.0438,-0.0163,-0.0094,-0.0135,-0.0256,-0.0416,-0.0428,0.0098,0.0092,0.0032,-0.0023,-0.0053,-0.0016,4
5032,0.4994,0.4996,0.4011,0.4147,0.0223,0.0355,0.0409,0.0422,-0.0278,-0.0302,0.006,0.0154,0.0203,0.0124,-0.0337,-0.0428,-0.0167,-0.0103,-0.0183,-0.0158,-0.0395,-0.0349,0.0087,0.0084,0.0033,-0.0054,-0.0053,-0.0059,4
5033,0.4993,0.5002,0.3925,0.4223,0.0216,0.0364,0.0484,0.0398,-0.0227,-0.0321,0.0058,0.0163,0.0164,0.0124,-0.0363,-0.0385,-0.0154,-0.0095,-0.0192,-0.0301,-0.039,-0.0353,0.0077,0.0078,0.003,-0.0059,-0.0047,-0.0051,4
5034,0.499,0.5003,0.4144,0.4123,0.0207,0.0341,0.0466,0.0393,-0.0258,-0.037,0.0076,0.0157,0.0181,0.01,-0.0356,-0.0389,-0.0179,-0.0098,-0.0164,-0.0305,-0.0393,-0.0382,0.008,0.0087,0.0051,-0.0043,-0.0063,-0.0033,4
5035,0.4997,0.4997,0.3711,0.3712,0.02,0.0256,0.0464,0.0405,-0.0279,-0.0312,0.0079,0.0212,0.02,0.0123,-0.0386,-0.0418,-0.0093,-0.0093,-0.0128,-0.0336,-0.0404,-0.0415,0.0109,0.0096,0.004,-0.004,-0.0055,-0.0034,4
5036,0.4995,0.4997,0.4078,0.403,0.0204,0.0315,0.0463,0.0405,-0.0238,-0.0278,0.0052,0.0167,0.0177,0.01,-0.0372,-0.0381,-0.0196,-0.0116,-0.0134,-0.0304,-0.0442,-0.0432,0.01,0.009,0.0002,-0.0054,-0.0063,-0.0055,4
5037,0.4991,0.5001,0.3874,0.3853,0.0207,0.0301,0.0404,0.042,-0.0164,-0.0331,0.0058,0.0163,0.0178,0.0113,-0.0372,-0.0399,-0.0081,-0.0101,-0.0169,-0.0264,-0.0391,-0.0416,0.0053,0.0088,0.0021,-0.0056,-0.0058,-0.0034,4
5038,0.4991,0.5002,0.3738,0.3862,0.0201,0.0371,0.0448,0.0392,-0.0223,-0.0287,0.0068,0.0145,0.0179,0.0132,-0.0348,-0.0433,-0.0135,-0.0101,-0.0177,-0.0255,-0.0397,-0.037,0.0105,0.0109,0.008,-0.0078,-0.0056,-0.001,4
5039,0.4996,0.5,0.4241,0.3947,0.0209,0.0289,0.0436,0.0402,-0.0223,-0.0309,0.0078,0.0233,0.0189,0.0118,-0.0362,-0.0415,-0.0113,-0.0105,-0.019,-0.0389,-0.0409,-0.0365,0.0119,0.0091,0.0061,-0.0069,-0.0055,-0.0053,4
5040,0.4993,0.4998,0.4112,0.3962,0.0227,0.0307,0.0439,0.0414,-0.0257,-0.0323,0.0075,0.0172,0.0228,0.014,-0.0406,-0.0393,-0.0211,-0.0092,-0.0213,-0.0295,-0.0417,-0.0399,0.0164,0.0085,0.0001,-0.006,-0.0058,-0.0088,4
5041,0.499,0.5002,0.4036,0.4306,0.0211,0.029,0.0433,0.0394,-0.0269,-0.0314,0.0067,0.0194,0.0207,0.0105,-0.0359,-0.0407,-0.0116,-0.0094,-0.0132,-0.0312,-0.0392,-0.0372,0.0114,0.0086,0.004,-0.0057,-0.0062,-0.0014,4
5042,0.4993,0.5004,0.3963,0.3832,0.0201,0.0325,0.0448,0.0411,-0.0306,-0.0298,0.0067,0.0203,0.0199,0.0111,-0.0385,-0.0397,-0.0084,-0.01,-0.0171,-0.0276,-0.0419,-0.0377,0.0113,0.0092,0.0051,-0.0044,-0.006,-0.004,4
5043,0.4996,0.4999,0.415,0.4156,0.0195,0.0245,0.0437,0.0418,-0.0182,-0.0307,0.0058,0.0143,0.0182,0.0121,-0.0319,-0.0403,-0.0117,-0.009,-0.0152,-0.0295,-0.0415,-0.0391,0.0097,0.0085,0.0026,-0.0041,-0.005,-0.0029,4
5044,0.4996,0.4998,0.4127,0.4139,0.0206,0.0237,0.0401,0.0387,-0.0211,-0.0329,0.006,0.0168,0.0196,0.0101,-0.0392,-0.0372,-0.0148,-0.0084,-0.0144,-0.0265,-0.0414,-0.0392,0.0059,0.0078,0.0024,-0.0043,-0.0054,-0.0041,4
5045,0.4989,0.5002,0.4304,0.391,0.0213,0.0301,0.0505,0.0379,-0.0245,-0.0338,0.006,0.0218,0.0175,0.011,-0.0385,-0.0411,-0.0136,-0.0095,-0.0208,-0.0324,-0.0413,-0.0305,0.0125,0.0097,0.002,-0.0024,-0.0056,-0.0024,4
5046,0.4988,0.5001,0.3952,0.4037,0.0221,0.0287,0.041,0.0392,-0.0185,-0.0304,0.0063,0.0125,0.0185,0.0124,-0.0341,-0.0401,-0.0113,-0.0114,-0.0163,-0.0257,-0.0413,-0.0398,0.0097,0.0091,-0.0021,-0.0052,-0.0053,-0.0011,4
5047,0.4996,0.5001,0.4286,0.3799,0.0212,0.031,0.0408,0.0404,-0.0247,-0.0325,0.0066,0.0111,0.0162,0.0133,-0.0418,-0.0376,-0.012,-0.0091,-0.0116,-0.034,-0.0403,-0.0377,0.0096,0.0086,-0.0012,-0.0054,-0.0052,-0.0034,4
5048,0.4995,0.4999,0.3935,0.3787,0.0215,0.034,0.0419,0.0404,-0.0303,-0.0323,0.007,0.0168,0.0175,0.0119,-0.0412,-0.0388,-0.0176,-0.0095,-0.0157,-0.0333,-0.0398,-0.0437,0.0146,0.0084,0.0049,-0.0018,-0.004,-0.0047,4
5049,0.4993,0.5003,0.4071,0.3633,0.0217,0.0219,0.0395,0.0425,-0.0238,-0.0229,0.0065,0.0186,0.0199,0.013,-0.0329,-0.04,-0.0089,-0.0103,-0.0164,-0.0324,-0.0398,-0.035,0.0012,0.0089,0.0034,-0.0066,-0.0052,-0.0076,4
5050,0.4994,0.5004,0.4137,0.4257,0.0205,0.034,0.0394,0.0406,-0.0265,-0.0318,0.0079,0.0139,0.0156,0.0127,-0.0419,-0.0405,-0.0122,-0.0095,-0.0167,-0.0278,-0.0402,-0.0433,0.0104,0.0085,-0.0033,-0.0048,-0.0058,-0.0044,4
5051,0.4996,0.5,0.3973,0.4094,0.0207,0.0283,0.0436,0.0402,-0.0255,-0.0319,0.0068,0.0163,0.0201,0.0125,-0.036,-0.0373,-0.0129,-0.0119,-0.0168,-0.0347,-0.0418,-0.038,0.0184,0.0074,0.0037,-0.0029,-0.0047,0.0021,4
5052,0.4999,0.4998,0.4252,0.4185,0.0222,0.0305,0.0441,0.0402,-0.0236,-0.0309,0.0052,0.018,0.0222,0.0114,-0.0342,-0.0436,-0.0071,-0.0077,-0.0171,-0.0355,-0.0386,-0.044,0.0076,0.0081,-0.0013,-0.0069,-0.0045,-0.0063,4
5053,0.4989,0.5001,0.4039,0.4199,0.0202,0.0303,0.0443,0.042,-0.0303,-0.031,0.0058,0.0151,0.0173,0.0104,-0.038,-0.0397,-0.0144,-0.01,-0.0202,-0.026,-0.0394,-0.0391,0.0111,0.0075,0.0045,-0.0051,-0.0044,-0.0069,4
5054,0.4991,0.5002,0.3678,0.3926,0.0208,0.0311,0.0436,0.0393,-0.0251,-0.0325,0.0088,0.0162,0.0159,0.0128,-0.0342,-0.0384,-0.0154,-0.0094,-0.0149,-0.0296,-0.0403,-0.0399,0.0095,0.008,0.0025,0.0004,-0.0033,0,4
5055,0.4996,0.4997,0.3976,0.4024,0.0204,0.0316,0.0468,0.0416,-0.0253,-0.03,0.0066,0.0132,0.0169,0.0137,-0.0404,-0.0405,-0.0143,-0.0099,-0.0143,-0.0309,-0.0403,-0.0397,0.0186,0.0075,-0.0015,-0.0037,-0.0048,-0.0014,4
5056,0.4993,0.4996,0.3917,0.3899,0.0205,0.0304,0.0409,0.0437,-0.0194,-0.0341,0.008,0.0163,0.0219,0.0129,-0.0361,-0.0376,-0.0085,-0.0101,-0.0175,-0.03,-0.0382,-0.0392,0.013,0.0072,0.0098,-0.0045,-0.0058,-0.0037,4
5057,0.499,0.5004,0.429,0.4073,0.0214,0.0343,0.0399,0.0429,-0.0231,-0.0343,0.0066,0.0182,0.0208,0.0144,-0.035,-0.0387,-0.0123,-0.0101,-0.0135,-0.0285,-0.0406,-0.0431,0.0068,0.0085,0.0046,-0.0069,-0.0046,0,4
5058,0.4989,0.5,0.3942,0.4029,0.0207,0.0265,0.0447,0.0394,-0.0255,-0.032,0.0097,0.0174,0.0187,0.0095,-0.0339,-0.042,-0.0148,-0.0124,-0.0137,-0.0265,-0.0398,-0.0418,0.01,0.0078,0.0062,-0.005,-0.0055,-0.004,4
5059,0.503,0.5032,0.4768,0.4515,0.0283,0.0448,0.0485,0.0396,-0.0144,-0.0194,0.0102,0.0169,0.0157,0.0114,-0.0318,-0.0349,-0.0116,-0.0118,-0.0203,-0.0316,-0.0403,-0.044,0.014,0.0074,0.0025,-0.0057,-0.004,-0.0048,4
5060,0.5027,0.5032,0.5206,0.5244,0.0344,0.0378,0.0462,0.045,-0.0024,-0.019,0.0071,0.0138,0.0159,0.0073,-0.0244,-0.0313,-0.0196,-0.0147,-0.0162,-0.0268,-0.0349,-0.036,0.0073,0.0071,0.0005,-0.0114,-0.0051,-0.0015,4
5061,0.5023,0.5036,0.6285,0.5942,0.037,0.0417,0.053,0.0493,0.0074,-0.0023,0.007,0.0184,0.0122,0.0078,-0.0219,-0.0289,-0.0212,-0.0157,-0.0194,-0.0375,-0.0361,-0.0369,0.0112,0.0068,0.0071,-0.0034,-0.0047,-0.0024,4
5062,0.5024,0.5037,0.6387,0.6458,0.0425,0.0582,0.0602,0.0533,0.0181,0.0054,0.007,0.0112,0.0108,0.008,-0.0223,-0.0296,-0.0162,-0.0181,-0.0238,-0.0254,-0.0355,-0.0391,0.0024,0.0057,0.0006,-0.0013,-0.0031,-0.0056,4
5063,0.4994,0.4996,0.6477,0.6734,0.0435,0.0504,0.056,0.053,0.0179,0.0045,0.0087,0.0152,0.0125,0.0076,-0.0164,-0.0311,-0.0168,-0.0152,-0.0107,-0.0257,-0.0348,-0.0392,0.0004,0.006,0.0024,-0.0019,-0.003,-0.0049,4
5064,0.4994,0.4999,0.6438,0.6489,0.0441,0.0581,0.0527,0.0531,0.017,0.0025,0.0051,0.0166,0.0115,0.0082,-0.0208,-0.0308,-0.0142,-0.0157,-0.0229,-0.0366,-0.0348,-0.0328,0.004,0.0063,0.0054,0.0006,-0.004,-0.0044,4
5065,0.4994,0.5002,0.6594,0.6693,0.0436,0.0513,0.0625,0.0542,0.0159,-0.0014,0.0061,0.0138,0.0127,0.0063,-0.0202,-0.0304,-0.0206,-0.0154,-0.0125,-0.026,-0.0358,-0.0366,0.004,0.0056,0.0053,-0.0031,-0.0041,-0.0039,4
5066,0.4989,0.5,0.6642,0.6531,0.045,0.0522,0.052,0.051,0.0189,0.0019,0.0051,0.0115,0.0159,0.0062,-0.0228,-0.0298,-0.0184,-0.0151,-0.0237,-0.0244,-0.0341,-0.0332,-0.0003,0.0074,0.0049,-0.004,-0.0036,-0.0042,4
5067,0.4995,0.4998,0.663,0.6616,0.0427,0.0564,0.0663,0.0544,0.0154,0.0025,0.007,0.0083,0.0112,0.0076,-0.0208,-0.0317,-0.0148,-0.0131,-0.0166,-0.0311,-0.0347,-0.0336,0.0021,0.0079,0,-0.0019,-0.0039,-0.005,4
5068,0.4995,0.4998,0.6473,0.6596,0.0452,0.0452,0.0519,0.053,0.0179,0.0051,0.0054,0.0141,0.0146,0.0061,-0.0178,-0.0285,-0.0132,-0.0163,-0.0164,-0.0327,-0.0342,-0.0379,0.0058,0.0052,0.002,-0.0028,-0.0036,0.0003,4
5069,0.4993,0.5003,0.6719,0.6586,0.0442,0.0524,0.0595,0.0531,0.0215,-0.0018,0.0056,0.0102,0.0149,0.006,-0.0239,-0.0293,-0.0267,-0.0168,-0.0212,-0.0336,-0.036,-0.0395,0.0066,0.0066,0.002,-0.0081,-0.0039,-0.0052,4
5070,0.4991,0.5002,0.6878,0.6694,0.0425,0.0567,0.0512,0.051,0.0203,0.0018,0.007,0.0102,0.0136,0.0081,-0.0196,-0.0291,-0.0235,-0.0154,-0.02,-0.0318,-0.0357,-0.0357,0.0071,0.0053,0.0036,-0.0018,-0.0041,-0.0031,4
5071,0.4998,0.4999,0.6421,0.6611,0.0468,0.0579,0.0587,0.0515,0.0197,0.0009,0.0073,0.0089,0.016,0.0069,-0.0204,-0.0296,-0.0183,-0.0166,-0.0161,-0.0283,-0.0348,-0.0383,0.009,0.0074,0.0059,-0.0045,-0.0034,-0.0048,4
5072,0.4995,0.4999,0.6359,0.6543,0.045,0.0559,0.0545,0.0549,0.0217,0.0019,0.0076,0.0165,0.018,0.0059,-0.0192,-0.0293,-0.0206,-0.0187,-0.0221,-0.0224,-0.0371,-0.041,0.0091,0.0063,0,0,-0.0038,-0.0058,4
5073,0.4992,0.5005,0.6884,0.664,0.0445,0.0525,0.0591,0.0529,0.0184,0.0035,0.0059,0.0167,0.0144,0.0061,-0.0193,-0.0285,-0.0159,-0.0161,-0.015,-0.0262,-0.0353,-0.0381,0.0046,0.0066,0.0045,-0.0049,-0.0049,-0.0031,4
5074,0.4993,0.5003,0.6559,0.6526,0.0458,0.051,0.0611,0.0526,0.0202,0.0045,0.0059,0.0142,0.0175,0.0061,-0.0244,-0.0286,-0.0217,-0.0152,-0.0222,-0.0221,-0.0376,-0.0416,0.0056,0.0065,-0.0018,-0.0014,-0.0041,-0.0044,4
5075,0.4994,0.4998,0.6308,0.6297,0.0427,0.0541,0.056,0.053,0.0135,0.0018,0.0068,0.0121,0.0131,0.007,-0.0228,-0.0238,-0.0218,-0.0158,-0.0265,-0.0252,-0.0363,-0.0339,0.0028,0.0061,0.0059,-0.0036,-0.0035,-0.0022,4
5076,0.4994,0.4995,0.6637,0.6528,0.0428,0.0504,0.0526,0.0522,0.0167,0.0065,0.0054,0.0076,0.0144,0.0055,-0.0142,-0.0298,-0.015,-0.0137,-0.0232,-0.026,-0.0343,-0.0417,0.0087,0.0045,0.0071,0.0002,-0.0039,-0.0022,4
5077,0.499,0.5001,0.7077,0.6389,0.0437,0.051,0.0623,0.0528,0.023,0.0009,0.0083,0.0156,0.0126,0.0072,-0.02,-0.0253,-0.0194,-0.0144,-0.0169,-0.0274,-0.0332,-0.0405,0.0049,0.0058,0.0049,-0.0021,-0.0043,-0.0086,4
5078,0.4989,0.5002,0.6535,0.6392,0.0443,0.0543,0.0571,0.0522,0.0194,0.0001,0.0064,0.0092,0.0132,0.0075,-0.0223,-0.0321,-0.0231,-0.0173,-0.0153,-0.0232,-0.0358,-0.0374,0.0067,0.0057,0.0056,-0.005,-0.0034,-0.0022,4
5079,0.4999,0.4999,0.6592,0.6605,0.0443,0.0564,0.0564,0.0528,0.0193,-0.0015,0.0096,0.0177,0.0103,0.0056,-0.0209,-0.0341,-0.0214,-0.0164,-0.0177,-0.0312,-0.0334,-0.0302,0.007,0.0063,0.0051,0.0025,-0.0032,-0.0032,4
5080,0.4991,0.4996,0.647,0.6608,0.0443,0.0562,0.058,0.0526,0.0137,-0.0006,0.0065,0.0146,0.0151,0.0055,-0.0182,-0.0294,-0.0221,-0.0146,-0.0191,-0.0317,-0.0346,-0.0364,0.0049,0.0058,0.0017,-0.0017,-0.0031,-0.0052,4
5081,0.4989,0.5,0.6667,0.6325,0.0435,0.0542,0.0549,0.0516,0.0167,0.0003,0.0074,0.0159,0.0185,0.0071,-0.0163,-0.0302,-0.0272,-0.0131,-0.0178,-0.0358,-0.0344,-0.0335,0.0079,0.0069,0.0076,-0.0031,-0.0038,-0.0066,4
5082,0.4992,0.5002,0.6528,0.6465,0.0439,0.052,0.0554,0.053,0.0197,0.0068,0.0074,0.0119,0.0144,0.0075,-0.0165,-0.0282,-0.0214,-0.0168,-0.0235,-0.0261,-0.0356,-0.0349,0.0131,0.0074,0.0046,-0.0071,-0.0032,-0.0043,4
5083,0.4997,0.4999,0.643,0.6486,0.0469,0.0514,0.0588,0.0538,0.0208,0.0067,0.0107,0.0142,0.0173,0.0067,-0.0205,-0.0315,-0.0136,-0.0159,-0.0223,-0.0278,-0.0359,-0.0446,0.01,0.0062,0.0029,-0.0016,-0.0035,-0.0045,4
5084,0.4993,0.4994,0.6619,0.6505,0.0437,0.0512,0.0582,0.0533,0.0178,0.0022,0.004,0.0149,0.0145,0.0062,-0.0213,-0.0235,-0.013,-0.0179,-0.0153,-0.0287,-0.0344,-0.0368,0.0085,0.0041,0.0075,0.0017,-0.0034,-0.0048,4
5085,0.4992,0.4999,0.6709,0.657,0.0459,0.0444,0.0542,0.0549,0.0257,0.004,0.007,0.0092,0.0157,0.0084,-0.0232,-0.0295,-0.0252,-0.0178,-0.0211,-0.0277,-0.0344,-0.0378,0.0031,0.0066,0.0064,0.0028,-0.0034,-0.0049,4
5086,0.499,0.5005,0.6865,0.6477,0.0447,0.055,0.0586,0.0526,0.0187,0.0044,0.0068,0.0095,0.0126,0.006,-0.0194,-0.0298,-0.0169,-0.0165,-0.0246,-0.0271,-0.0353,-0.0351,0.0079,0.0067,0.0037,-0.0041,-0.0033,-0.0042,4
5087,0.4997,0.4999,0.6706,0.6472,0.0457,0.052,0.0583,0.0533,0.0135,0.0046,0.0057,0.0093,0.0151,0.0082,-0.0174,-0.0305,-0.0213,-0.0167,-0.0115,-0.0359,-0.0333,-0.0337,0.0001,0.0062,0.0026,-0.0043,-0.0034,-0.0069,4
5088,0.4995,0.4997,0.6561,0.653,0.0448,0.0528,0.0541,0.0541,0.01,0.0044,0.007,0.0118,0.016,0.0055,-0.0183,-0.0282,-0.0191,-0.0132,-0.0172,-0.0286,-0.0342,-0.0348,0.0011,0.0071,0.0049,-0.003,-0.0034,-0.0035,4
5089,0.4992,0.5003,0.6346,0.6533,0.0416,0.0507,0.0572,0.0534,0.0157,0.0014,0.0067,0.0179,0.0129,0.0081,-0.0198,-0.0264,-0.0194,-0.015,-0.0175,-0.0253,-0.0329,-0.0311,0.0055,0.0051,0.0053,-0.0019,-0.0039,-0.0006,4
5090,0.499,0.5002,0.6604,0.6651,0.0421,0.0524,0.0573,0.051,0.0161,0.0107,0.0075,0.0158,0.0117,0.0072,-0.023,-0.0323,-0.0134,-0.0169,-0.0162,-0.0361,-0.0336,-0.038,0.0066,0.007,0.0001,-0.004,-0.0033,-0.0045,4
5091,0.4995,0.4996,0.6492,0.6601,0.0442,0.0477,0.0546,0.0538,0.0174,0.0026,0.0068,0.0093,0.0138,0.0066,-0.0191,-0.0296,-0.0158,-0.0161,-0.0223,-0.0323,-0.0338,-0.0414,0.0045,0.0058,0.0052,-0.0036,-0.0032,-0.0027,4
5092,0.4993,0.4996,0.683,0.6412,0.044,0.0549,0.0557,0.0521,0.0177,0.005,0.0077,0.0127,0.0121,0.0072,-0.0201,-0.0265,-0.0193,-0.0133,-0.0189,-0.0337,-0.0352,-0.0314,-0.0018,0.005,0.0062,-0.0079,-0.0046,-0.0007,4
5093,0.4992,0.5001,0.6529,0.6745,0.0453,0.0513,0.0548,0.0526,0.0223,0.0037,0.0072,0.0142,0.0143,0.0079,-0.0195,-0.0262,-0.0102,-0.0169,-0.0152,-0.0239,-0.0351,-0.0367,0.0031,0.0069,0.0054,-0.0016,-0.0032,-0.0036,4
5094,0.4992,0.5002,0.6299,0.6561,0.044,0.0563,0.0613,0.0514,0.0182,0.0051,0.0063,0.0158,0.0133,0.0086,-0.0187,-0.0313,-0.021,-0.0159,-0.0263,-0.021,-0.036,-0.0392,0.0089,0.0061,0.0021,-0.0018,-0.0036,0.0018,4
5095,0.4997,0.4999,0.6591,0.6407,0.0454,0.0532,0.0583,0.0527,0.0136,0.0049,0.0069,0.0166,0.0166,0.0065,-0.0184,-0.0309,-0.0171,-0.0143,-0.0166,-0.0282,-0.0345,-0.0378,0.0104,0.007,0.0053,0.0011,-0.0026,-0.0074,4
5096,0.4994,0.4999,0.6572,0.6386,0.0473,0.0524,0.0579,0.0536,0.02,0.0022,0.0081,0.0135,0.0147,0.0073,-0.0162,-0.0301,-0.0205,-0.0159,-0.0193,-0.0293,-0.0335,-0.0362,0.0041,0.0055,0.0035,-0.0019,-0.0041,-0.0083,4
5097,0.4988,0.5003,0.6593,0.6646,0.0439,0.0512,0.0561,0.0532,0.0111,0.0039,0.0073,0.0111,0.0118,0.0075,-0.0212,-0.0305,-0.0148,-0.0152,-0.0182,-0.0229,-0.0336,-0.0331,0.0075,0.0059,0.0035,-0.0072,-0.0043,0.0019,4
5098,0.4991,0.5002,0.6668,0.6359,0.0439,0.0507,0.0619,0.0506,0.0166,-0.0025,0.0054,0.0169,0.0165,0.0072,-0.0226,-0.0316,-0.0233,-0.0165,-0.0162,-0.0337,-0.0357,-0.0372,0.0117,0.0057,0.0048,-0.0004,-0.0039,-0.0046,4
5099,0.4996,0.4998,0.6518,0.6501,0.0434,0.0476,0.055,0.0531,0.0231,0.0008,0.0058,0.0136,0.0118,0.0064,-0.0219,-0.0306,-0.0231,-0.0147,-0.0155,-0.0314,-0.035,-0.0429,0.0046,0.0067,0.0001,-0.0058,-0.0029,-0.0043,4
