num,data1,data2,data3,data4,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,data21,data22,data23,data24,data25,data26,data27,data28,sort
1,0.3304,0.3304,0.4077,0.4023,0.0191,0.0247,0.0215,0.0212,0.0252,0.019,0.0066,0.0042,0.0046,0.0105,0.0031,0.0094,-0.0074,-0.0075,-0.0107,-0.01,-0.006,-0.0059,0.0013,0.0009,0.0003,0.0024,0.0025,0.0021,0
2,0.3304,0.3304,0.441,0.4325,0.021,0.0234,0.0199,0.0238,0.0206,0.0203,0.0056,0.0037,0.007,0.0085,0.0121,0.0089,-0.0104,-0.006,-0.0032,0.0007,-0.0045,-0.0077,0.0017,0.0012,0.0023,0.0011,0.0025,-0.0009,0
3,0.3305,0.3306,0.4158,0.429,0.0211,0.0167,0.0189,0.0222,0.027,0.0221,0.0064,0.0017,0.007,0.009,0.0074,0.0093,-0.0084,-0.0054,-0.0038,-0.0082,-0.0037,-0.0072,0.0018,0.0008,0.0008,0.0005,0.0026,-0.0005,0
4,0.3304,0.3306,0.4335,0.4134,0.0206,0.0186,0.0154,0.0206,0.0267,0.0254,0.0062,0.0082,0.008,0.0083,0.01,0.0082,-0.0041,-0.0056,-0.0074,-0.0097,-0.0042,-0.0074,0.0008,0.0006,-0.0014,-0.0009,0.0022,0.0017,0
5,0.3306,0.3304,0.4123,0.4127,0.0191,0.0182,0.0188,0.0222,0.0308,0.024,0.0045,0.0098,0.0093,0.0107,0.0085,0.0051,-0.002,-0.0062,-0.0045,-0.003,-0.0046,-0.008,0.0035,0.0005,0.0015,0.001,0.0025,-0.002,0
6,0.3304,0.3305,0.4218,0.4211,0.0217,0.0194,0.0191,0.0242,0.0265,0.0208,0.0074,0.0003,0.0073,0.0078,0.0044,0.0083,0.0008,-0.0066,-0.0081,-0.0042,-0.0025,-0.0077,0.0009,0.0017,-0.002,0.0061,0.0023,0.0011,0
7,0.3304,0.3308,0.4194,0.4266,0.0192,0.0191,0.0217,0.0242,0.0197,0.0201,0.0076,0.0032,0.0077,0.0113,0.0102,0.0112,-0.0071,-0.006,-0.0053,-0.0048,-0.0048,-0.0093,0.0022,0.0008,0.0053,0.0083,0.0016,0.0022,0
8,0.3302,0.3305,0.4359,0.4245,0.0211,0.0186,0.0248,0.0224,0.0147,0.0249,0.0081,0.0036,0.0087,0.0091,0.0103,0.0099,-0.0101,-0.0074,-0.0025,-0.0025,-0.0055,-0.0052,0.0048,0.001,0.0016,0.0037,0.0014,0.0014,0
9,0.3307,0.3305,0.3497,0.4291,0.023,0.0176,0.0224,0.0239,0.0269,0.0253,0.0064,0.007,0.0128,0.0097,0.0147,0.0099,-0.0083,-0.0057,-0.0039,-0.0001,-0.0039,-0.0056,-0.0005,0.001,0.006,-0.003,0.0015,-0.0005,0
10,0.3304,0.3304,0.4081,0.4212,0.0215,0.0143,0.0193,0.0216,0.0245,0.0205,0.0049,0.0045,0.0078,0.0094,0.0124,0.0106,-0.0043,-0.0042,-0.0051,-0.0032,-0.0025,-0.0035,-0.0019,0.0012,0.0009,0.0034,0.0015,0.0046,0
11,0.3303,0.3307,0.3835,0.4346,0.0201,0.0143,0.0236,0.0241,0.0288,0.0244,0.0059,0.008,0.0058,0.0087,0.0065,0.0096,-0.0052,-0.0064,-0.0069,-0.0038,-0.002,-0.0061,0.0011,0.0003,-0.0016,0.0075,0.0021,0.0035,0
12,0.3308,0.3308,0.4099,0.4243,0.0217,0.0238,0.0196,0.022,0.0237,0.0241,0.0075,0.0053,0.0081,0.0096,0.0122,0.0101,-0.0062,-0.0072,-0.0037,-0.0078,-0.0035,-0.0108,-0.0022,0.0007,0.0032,0.0061,0.0012,0.003,0
13,0.3306,0.3305,0.4359,0.4127,0.0197,0.021,0.0211,0.0233,0.0165,0.0254,0.0063,0.0042,0.0101,0.0074,0.0112,0.0111,-0.0053,-0.0072,-0.003,-0.0043,-0.004,-0.0088,0.0005,0.0008,0.0049,0.0027,0.0021,-0.0027,0
14,0.3303,0.3304,0.4039,0.3902,0.0215,0.0199,0.0185,0.0242,0.0246,0.0238,0.0053,0.0067,0.0068,0.0097,0.0093,0.0102,-0.0029,-0.0074,-0.0044,-0.0049,-0.004,-0.008,0.001,0.0002,0.0021,0.0052,0.0036,0.0019,0
15,0.3303,0.3308,0.4106,0.4069,0.0206,0.0161,0.0209,0.0226,0.0328,0.0274,0.0072,0.0092,0.0063,0.0105,0.0127,0.0093,0.0027,-0.0083,-0.0114,-0.0005,-0.0033,-0.0029,0.0033,0.0017,0.0021,0.0002,0.0022,0.0038,0
16,0.3304,0.3306,0.3961,0.4147,0.0217,0.0176,0.0223,0.0231,0.0225,0.0216,0.0044,0.0033,0.0047,0.0082,0.01,0.0071,-0.0057,-0.0059,-0.0075,-0.0015,-0.0033,-0.002,0.0074,0.0015,0.0057,0.0056,0.0022,-0.0006,0
17,0.3306,0.3305,0.4087,0.4254,0.022,0.0146,0.0256,0.0219,0.0283,0.0239,0.0072,0.0051,0.0098,0.0098,0.0099,0.0078,-0.0055,-0.0064,0.0008,-0.0067,-0.0033,-0.0041,0.0057,0.0007,0.0051,0.0016,0.0024,0.0001,0
18,0.3304,0.3304,0.4305,0.4194,0.0213,0.0178,0.0181,0.0249,0.0227,0.0258,0.0066,0.0052,0.0107,0.0083,0.0117,0.01,-0.0054,-0.0078,-0.0087,-0.0114,-0.0039,-0.0061,0.003,0.0013,0.0014,0.0027,0.0023,0.0001,0
19,0.3302,0.3308,0.4204,0.4348,0.0215,0.0185,0.019,0.0227,0.0247,0.0201,0.0064,0.0055,0.0081,0.0079,0.0087,0.0065,-0.0072,-0.0054,-0.0006,-0.0063,-0.006,-0.0069,0.0017,0.0007,0.0029,0.0005,0.002,-0.0005,0
20,0.3304,0.3308,0.4172,0.4346,0.0202,0.0175,0.0184,0.0225,0.0282,0.0261,0.0041,0.0058,0.0055,0.0101,0.0104,0.0135,-0.0077,-0.0069,-0.0028,-0.004,-0.004,-0.006,0.0065,0.0012,0.0015,0.0018,0.0034,0.003,0
21,0.3306,0.3306,0.4118,0.4029,0.0205,0.0175,0.0183,0.0244,0.0226,0.0265,0.0057,0.0041,0.0085,0.0097,0.0153,0.0094,-0.0069,-0.0066,-0.0053,-0.0051,-0.0052,-0.0089,-0.001,0.0018,-0.0036,0.0008,0.0017,0.002,0
22,0.3306,0.3304,0.4227,0.4301,0.0221,0.0185,0.0185,0.0261,0.0248,0.0229,0.0046,0.0064,0.0066,0.0105,0.0074,0.0133,-0.0061,-0.0068,-0.0053,-0.0015,-0.0056,-0.0051,0.0048,0.0007,-0.0008,0.0012,0.001,-0.0042,0
23,0.3303,0.33,0.4054,0.3966,0.0188,0.0164,0.0182,0.0218,0.0306,0.0225,0.0079,0.0028,0.0051,0.0101,0.0122,0.0051,0.0013,-0.0053,-0.002,-0.0003,-0.0019,-0.003,0.0043,0.0007,0.001,0.0041,0.0021,0.0032,0
24,0.3273,0.3273,0.3272,0.2981,0.0135,0.0108,0.0116,0.016,0.0187,0.0202,0.0057,0.0006,0.009,0.0122,0.0091,0.0111,-0.0038,-0.0031,0.0008,0.0015,0.0012,-0.0006,0.0005,0,0.0048,-0.0002,0.0025,-0.0006,0
25,0.3275,0.3273,0.2417,0.2017,0.0061,-0.0048,0.0051,0.0119,0.0154,0.0117,0.0015,-0.0065,0.0022,0.0099,0.0092,0.0077,0.0026,0.002,0.005,0.0043,0.0088,0.0047,0.001,-0.0001,-0.0026,0.0044,0.0025,-0.0019,0
26,0.3271,0.3271,0.1132,0.1186,-0.0037,-0.0185,-0.008,0.0052,0.006,0.0088,-0.001,-0.0106,-0.0045,0.0084,0.0128,0.0121,0.0016,0.006,0.0107,0.0142,0.0161,0.0106,0.0002,-0.0005,0.0037,0.0028,0.0021,-0.0027,0
27,0.3303,0.3303,0.1075,0.1066,-0.0083,-0.0155,-0.0072,0.0034,0.0082,0.0084,-0.0024,-0.009,-0.0058,0.0097,0.0127,0.0089,0.0004,0.0054,0.0115,0.013,0.0143,0.0127,-0.0034,-0.0004,-0.0005,0.0047,0.0024,-0.0003,0
28,0.3304,0.3307,0.1134,0.1081,-0.0054,-0.0232,-0.0108,0.0043,0.0038,0.0083,-0.0018,-0.0114,-0.0008,0.0102,0.0113,0.0084,0.0045,0.0079,0.0115,0.0138,0.0132,0.0095,-0.0024,-0.0002,0.0031,0.0026,0.0023,-0.0017,0
29,0.3305,0.3304,0.0972,0.1192,-0.0055,-0.015,-0.0078,0.0039,0.0074,0.0088,-0.0006,-0.008,0.0008,0.0084,0.0157,0.0079,0.0038,0.0052,0.0114,0.0104,0.0141,0.0106,0.0022,-0.0006,0.0027,0.0023,0.0015,0.0007,0
30,0.3305,0.3305,0.0848,0.1024,-0.0056,-0.0162,-0.0106,0.0056,0.0098,0.0103,-0.0057,-0.0098,-0.0023,0.0093,0.0204,0.0111,0.0046,0.007,0.0058,0.0121,0.0144,0.0093,0.0013,-0.0005,0.0082,0.0053,0.0024,-0.0025,0
31,0.3303,0.3305,0.0998,0.1191,-0.0084,-0.0192,-0.0079,0.0045,0.0033,0.0067,-0.0027,-0.0111,-0.0024,0.0093,0.0163,0.0112,0.008,0.0081,0.0112,0.0143,0.0138,0.0076,-0.0042,0.0002,-0.0012,0.0055,0.0022,0.0026,0
32,0.3303,0.3304,0.0672,0.1088,-0.0057,-0.0224,-0.0095,0.0036,0.0102,0.0071,-0.0044,-0.01,-0.0028,0.0097,0.0125,0.0072,-0.0006,0.0046,0.0114,0.0087,0.014,0.0105,-0.0047,-0.0006,0.0037,0.0016,0.0026,0.0011,0
33,0.3304,0.3302,0.0917,0.1218,-0.0077,-0.0172,-0.009,0.0021,0.0101,0.0082,-0.0046,-0.0084,-0.0004,0.0091,0.0078,0.0092,0.0059,0.0069,0.0105,0.0144,0.0153,0.0105,0.0001,-0.0011,0.0003,0.0083,0.002,0,0
34,0.3302,0.3304,0.1241,0.1004,-0.0058,-0.0148,-0.013,0.0049,0.0108,0.0085,-0.004,-0.0083,-0.0069,0.0099,0.0147,0.0105,0.0028,0.0062,0.0117,0.015,0.0144,0.013,-0.0009,-0.0009,-0.0014,0.0058,0.0017,-0.0009,0
35,0.33,0.3304,0.0907,0.1095,-0.0036,-0.0213,-0.0111,0.0049,0.0056,0.0071,-0.006,-0.0086,-0.0045,0.0104,0.0097,0.0082,-0.0003,0.0041,0.0177,0.012,0.0148,0.0053,-0.0017,-0.0012,0.0012,0.0007,0.0025,-0.0023,0
36,0.3304,0.3304,0.0913,0.1226,-0.0093,-0.0161,-0.0124,0.0047,0.0033,0.011,-0.0042,-0.0078,-0.0045,0.0101,0.0139,0.0077,0.0097,0.0059,0.0131,0.0107,0.0158,0.0112,-0.0064,-0.0006,0.0091,0.0046,0.0023,-0.0001,0
37,0.3305,0.3301,0.1101,0.1086,-0.0067,-0.0137,-0.0086,0.0042,0.0098,0.0084,-0.0045,-0.0116,-0.0005,0.0107,0.0129,0.0086,0.0111,0.0058,0.0075,0.0146,0.0145,0.0126,-0.009,-0.0018,0.0022,0.0007,0.0025,0.0002,0
38,0.3304,0.3304,0.1201,0.1132,-0.008,-0.0154,-0.01,0.0054,0.011,0.0082,-0.0039,-0.0099,-0.0032,0.008,0.0135,0.01,0.0043,0.0074,0.0043,0.0167,0.0143,0.0101,-0.0005,-0.0007,0.0058,0.0038,0.0022,0.0012,0
39,0.3303,0.3304,0.126,0.085,-0.0095,-0.0162,-0.0115,0.0038,0.0062,0.0059,-0.0031,-0.011,-0.0034,0.0107,0.0109,0.0072,0.0087,0.0075,0.0106,0.016,0.0146,0.0134,-0.0023,-0.0004,0.0038,0.0057,0.0029,-0.0034,0
40,0.3301,0.3304,0.1188,0.1121,-0.0107,-0.0223,-0.0027,0.0056,0.0074,0.0103,-0.0009,-0.0111,-0.002,0.0101,0.0147,0.0081,0.0028,0.007,0.013,0.0133,0.016,0.0089,-0.0053,-0.001,0.0053,0.007,0.0025,0.0004,0
41,0.3304,0.3303,0.0923,0.1062,-0.0072,-0.0123,-0.0128,0.0032,0.0088,0.0093,-0.0028,-0.0081,-0.0003,0.0102,0.0134,0.0081,0.0081,0.007,0.0105,0.014,0.0136,0.0069,-0.002,0,0.0017,-0.0003,0.0028,0.0015,0
42,0.3307,0.3305,0.1111,0.0947,-0.0079,-0.0179,-0.0156,0.0045,0.0116,0.007,-0.004,-0.0106,-0.0025,0.0091,0.0142,0.0069,0.0034,0.0061,0.014,0.0096,0.0146,0.01,-0.0013,-0.0003,-0.0049,0.0023,0.0026,0.0029,0
43,0.3302,0.3306,0.1145,0.0909,-0.0042,-0.0169,-0.0091,0.0036,0.0079,0.0072,-0.0035,-0.0125,-0.0006,0.0097,0.0132,0.009,0.0017,0.005,0.011,0.0118,0.0148,0.0106,-0.0027,0,0.0085,0.0015,0.0017,-0.0013,0
44,0.3302,0.3305,0.0898,0.0979,-0.0069,-0.0155,-0.0105,0.0053,0.0046,0.0118,-0.0066,-0.0109,-0.002,0.0081,0.015,0.0075,0.0061,0.0065,0.012,0.0113,0.0141,0.0068,0.0004,0,0.0048,0.0025,0.0025,-0.0008,0
45,0.3307,0.3305,0.0962,0.0931,-0.0052,-0.0165,-0.0095,0.004,0.0106,0.0091,-0.0029,-0.0052,0.0009,0.0086,0.0142,0.0094,0.0062,0.0055,0.0124,0.0188,0.0142,0.0065,-0.0034,-0.0005,0.0025,0.0014,0.0022,-0.0016,0
46,0.3305,0.3301,0.1353,0.0907,-0.0049,-0.0158,-0.0124,0.0026,0.0148,0.0052,-0.0025,-0.0064,-0.0006,0.0123,0.0198,0.0097,0.0018,0.0077,0.0057,0.0073,0.0132,0.0101,0.0031,-0.0007,0.0047,-0.0027,0.0027,-0.002,0
47,0.3302,0.3306,0.0927,0.1047,-0.005,-0.0114,-0.0109,0.0061,0.0124,0.0054,-0.0048,-0.0052,-0.003,0.0098,0.0197,0.009,0.0065,0.0063,0.0124,0.0196,0.0148,0.0109,-0.0026,-0.0004,0.0002,-0.0002,0.0018,-0.0003,0
48,0.3303,0.3303,0.0965,0.1017,-0.0046,-0.0169,-0.0057,0.0045,0.006,0.0042,-0.0038,-0.006,-0.0035,0.0125,0.0157,0.0087,0.0078,0.006,0.0083,0.0109,0.0151,0.0092,-0.0007,-0.0007,-0.0033,0.0031,0.0021,-0.0023,0
49,0.3306,0.3304,0.107,0.088,-0.0044,-0.0209,-0.0075,0.0036,0.009,0.0053,-0.006,-0.0112,0.0013,0.0107,0.011,0.0058,0.0042,0.0063,0.0066,0.0157,0.0126,0.0092,-0.0029,0.0002,0.0002,0.0023,0.0035,-0.0015,0
50,0.3306,0.3305,0.0832,0.1252,-0.0101,-0.0204,-0.0111,0.0042,0.0066,0.0069,-0.0045,-0.0103,-0.0006,0.0101,0.0176,0.0083,0.0068,0.006,0.0095,0.0105,0.0136,0.0053,-0.0017,-0.0021,-0.0012,0.0017,0.0012,-0.0035,0
51,0.3722,0.3758,0.1286,0.1062,-0.006,-0.0119,-0.0072,0.0036,0.0098,0.0056,-0.0014,-0.0083,-0.001,0.0088,0.0091,0.0094,-0.002,0.002,0.0125,0.0053,0.0115,0.0008,-0.0016,-0.0018,0.0043,0.0045,0.0005,-0.0007,0
52,0.4291,0.4326,0.1295,0.1015,-0.0081,-0.0165,-0.0087,0.0016,0.0082,0.0049,-0.0023,-0.008,-0.0031,0.0089,0.0095,0.0128,-0.0046,-0.0023,0.0009,0.0024,0.0063,-0.0006,-0.0023,-0.0012,-0.0006,0.0015,0.0021,0.0001,0
53,0.4805,0.4831,0.1179,0.1285,-0.0103,-0.0109,-0.0107,-0.0006,0.0059,0.004,-0.002,-0.009,-0.0027,0.0065,0.0106,0.0078,-0.0101,-0.0068,-0.002,0.0027,0.0019,-0.0031,-0.0005,-0.0017,0.0029,0.0018,-0.0009,-0.0028,0
54,0.5012,0.4999,0.085,0.0878,-0.0065,-0.0184,-0.0121,0.0002,0.0104,0.002,-0.0055,-0.0126,-0.0033,0.0073,0.0125,0.009,-0.0125,-0.0072,0.0005,0.0099,0.0026,-0.006,-0.0044,-0.0022,0.0019,-0.0034,0.0021,-0.0022,0
55,0.5006,0.5007,0.099,0.1108,-0.0104,-0.0198,-0.0064,-0.0009,0.0048,0.0028,-0.002,-0.0098,-0.0029,0.0076,0.0054,0.006,-0.0119,-0.0063,0.0023,0.0028,0.0047,-0.001,-0.0024,-0.0023,-0.0008,0.0065,0.0009,-0.0021,0
56,0.5002,0.5008,0.1222,0.1015,-0.0125,-0.0169,-0.0127,-0.0018,0.0077,0.0056,-0.0032,-0.0126,-0.0003,0.0067,0.0095,0.0063,-0.0031,-0.0068,-0.003,-0.0009,0.0021,-0.0054,-0.0062,-0.0014,0.0113,0.0043,0.0017,-0.0021,0
57,0.5006,0.5003,0.1156,0.1012,-0.0072,-0.0147,-0.0138,-0.0015,0.0025,0.0076,-0.0029,-0.0142,-0.0026,0.0067,0.0149,0.009,-0.006,-0.0057,0.003,0.0003,0.0036,-0.0073,-0.0009,-0.0018,0.0025,0.0042,0.0016,-0.0041,0
58,0.5003,0.4997,0.1097,0.1015,-0.0114,-0.0183,-0.0182,0.0002,0.0073,0.0024,-0.0036,-0.0104,0.0016,0.0064,0.0073,0.0079,-0.0061,-0.0066,-0.008,-0.002,0.004,-0.002,-0.0064,-0.0013,-0.0006,0.0026,0.0005,-0.0024,0
59,0.5002,0.5007,0.1078,0.1003,-0.01,-0.0182,-0.0097,-0.0001,-0.0003,0.0061,-0.0028,-0.0094,-0.0009,0.006,0.014,0.0047,-0.004,-0.0086,0.0017,0.0019,0.0012,-0.0025,0.0004,-0.0025,0.0021,0.0026,0.0018,-0.0024,0
60,0.5,0.5008,0.1187,0.0985,-0.0107,-0.0203,-0.0047,-0.0003,0.0046,0.0058,-0.0016,-0.0112,-0.0021,0.0073,0.0112,0.0069,-0.0087,-0.0051,-0.0019,0.0061,0.0028,-0.0028,-0.0077,-0.0025,-0.002,0.0042,0.0029,-0.0006,0
61,0.5004,0.5,0.1109,0.125,-0.0105,-0.0178,-0.0145,-0.001,0.0063,0.0009,-0.0009,-0.0105,-0.001,0.0075,0.0152,0.0055,-0.0079,-0.005,-0.0018,0.0002,0.0027,-0.003,-0.0034,-0.002,-0.0015,0.0066,0.0015,-0.0022,0
62,0.5002,0.5001,0.1111,0.0724,-0.0074,-0.0186,-0.0113,-0.001,0.0023,0.001,-0.0027,-0.0081,-0.0059,0.0072,0.0111,0.0088,-0.0078,-0.0077,-0.008,0.0043,0.005,0.0022,-0.0016,-0.0011,0.0031,0.0054,0.0023,-0.0023,0
63,0.5,0.5003,0.1296,0.0839,-0.0106,-0.02,-0.0083,-0.0001,-0.0041,0.0073,-0.0038,-0.0087,-0.0002,0.006,0.0084,0.0073,-0.0031,-0.0032,0.0012,0.003,0.0033,-0.0062,-0.0072,-0.0029,-0.005,0.0014,0.0009,-0.0059,0
64,0.5002,0.5007,0.1183,0.0971,-0.0095,-0.0203,-0.0057,-0.0008,0.0034,0.0032,-0.0023,-0.0096,-0.0021,0.0076,0.0106,0.0082,-0.0107,-0.0064,-0.0055,0,0.0044,-0.0015,0.0026,-0.0024,0.0006,0.002,0.0005,-0.0024,0
65,0.5009,0.5,0.1145,0.0804,-0.009,-0.0239,-0.0157,-0.0022,-0.0012,0.0046,-0.0034,-0.0075,-0.0029,0.0066,0.0064,0.0082,-0.001,-0.005,0.003,0.0028,0.0035,-0.0022,0,-0.0027,-0.0009,0.0036,0.0007,-0.0009,0
66,0.5002,0.5001,0.1058,0.0867,-0.0095,-0.0208,-0.0189,-0.0012,0.0085,0.001,-0.0049,-0.012,-0.0014,0.0056,0.01,0.0057,-0.0124,-0.0066,-0.0009,-0.0001,0.0023,0.0031,-0.0056,-0.0009,0.0016,0.005,0.0003,-0.0038,0
67,0.5002,0.5003,0.127,0.1225,-0.0087,-0.0204,-0.0131,-0.0014,0.008,0.0075,-0.003,-0.0085,-0.0034,0.0071,0.0105,0.0092,-0.0036,-0.0069,0.0018,0.0053,0.0029,0.0001,-0.0094,-0.0021,-0.0006,0.0038,0.0012,-0.0049,0
68,0.5007,0.5005,0.1112,0.0978,-0.0086,-0.0176,-0.0137,-0.001,0.0036,0.002,-0.0015,-0.0141,-0.0029,0.006,0.0114,0.0064,-0.0064,-0.0056,-0.0062,0.004,0.0038,-0.0074,-0.0024,-0.0018,0.0071,0.0047,0.0015,-0.0018,0
69,0.5008,0.5007,0.1088,0.0958,-0.0086,-0.0165,-0.0121,0.0002,0.0059,0.0068,-0.0026,-0.0121,-0.0039,0.0068,0.0123,0.0063,-0.0046,-0.0069,-0.0018,0.0022,0.002,-0.0072,-0.0011,-0.0018,0.0055,-0.0013,0.0006,-0.0035,0
70,0.5008,0.5001,0.0957,0.1036,-0.0067,-0.0204,-0.013,-0.0002,-0.0007,-0.0006,-0.0031,-0.0153,-0.0077,0.0056,0.0154,0.0061,-0.0016,-0.0068,-0.0041,0.0025,0.0035,-0.0053,-0.0026,-0.0019,-0.0005,0.0041,0.0011,-0.0037,0
71,0.5004,0.5008,0.0793,0.0852,-0.0064,-0.0214,-0.0175,-0.0008,0.0069,0.0075,-0.0024,-0.0108,0.0011,0.0063,0.0103,0.0097,-0.0093,-0.0039,-0.0009,-0.0054,0.0052,-0.0017,-0.0035,-0.0015,0.0049,-0.0001,0.0022,0,0
72,0.5003,0.5007,0.0895,0.0909,-0.0092,-0.0205,-0.0127,-0.0006,0.0038,0.0066,-0.0012,-0.0072,-0.0054,0.0065,0.0097,0.0108,-0.0071,-0.0062,0.0018,0.0017,0.0042,0.004,-0.0016,-0.0024,0.0018,0.0003,0.0026,-0.0029,0
73,0.5006,0.4999,0.1086,0.099,-0.01,-0.0156,-0.0072,-0.0005,0.0111,0.0049,-0.0018,-0.01,0.0002,0.0078,0.0094,0.0068,-0.0067,-0.0072,0.0015,0.0037,0.0037,-0.0008,0.0044,-0.0023,0.0058,0.0025,0.002,-0.003,0
74,0.5002,0.4999,0.121,0.1179,-0.0102,-0.0231,-0.0114,-0.0007,0.0005,0.0019,-0.0052,-0.011,-0.0021,0.0079,0.0108,0.0067,-0.0094,-0.0047,-0.0011,0.0005,0.0058,-0.003,-0.002,-0.002,-0.006,0.0021,0.003,-0.0012,0
75,0.5002,0.5003,0.1245,0.1243,-0.0076,-0.0207,-0.0108,-0.0009,0.0079,0.0045,-0.0012,-0.01,-0.004,0.0069,0.0089,0.0068,-0.0022,-0.0052,-0.0039,-0.0023,0.0025,-0.0055,-0.0096,-0.0028,-0.0033,0.0008,0.0013,-0.0014,0
76,0.5004,0.5008,0.0949,0.0955,-0.0106,-0.0226,-0.0167,-0.0017,0.0003,0.0065,-0.0009,-0.0088,-0.0006,0.0066,0.0069,0.0093,-0.0066,-0.0035,-0.003,0.0049,0.0026,-0.0043,-0.0064,-0.0004,-0.0028,0.0037,0.0028,-0.0001,0
77,0.5009,0.5,0.0893,0.0934,-0.0095,-0.0137,-0.02,-0.0012,0.0068,0.0044,-0.0052,-0.0103,-0.004,0.0084,0.0088,0.0078,-0.003,-0.0092,0.0032,0.0032,0.0029,0.0001,-0.0062,-0.0014,0.0005,0.004,0.0022,-0.0051,0
78,0.5006,0.4998,0.0775,0.1149,-0.0082,-0.02,-0.0116,-0.0008,0.0105,0.007,-0.0017,-0.0056,-0.0027,0.0053,0.0108,0.01,-0.0085,-0.0048,0.0011,-0.0025,0.0032,-0.0028,-0.0007,-0.0027,0.0028,0.0004,0.002,-0.0016,0
79,0.5002,0.5003,0.1207,0.0814,-0.0066,-0.0144,-0.0077,-0.0006,0.0029,0.0089,-0.0033,-0.0093,-0.0021,0.0061,0.015,0.0087,-0.0018,-0.0054,-0.0001,0.0083,0.0042,-0.0015,-0.0054,-0.0024,-0.0012,0.006,0.0016,-0.001,0
80,0.5,0.5003,0.1233,0.106,-0.0103,-0.0225,-0.014,-0.0028,0.0041,0.007,-0.0002,-0.0105,-0.0014,0.0065,0.0089,0.0107,-0.0067,-0.006,0.002,0.0025,0.0005,0.0011,-0.0026,-0.0016,0.0031,0.0022,0.0021,-0.0018,0
81,0.5009,0.5007,0.09,0.0885,-0.0086,-0.0174,-0.0104,-0.0012,0.006,0.0026,-0.0023,-0.0118,-0.0025,0.0069,0.0114,0.0084,-0.0054,-0.0072,0.0038,0,0.0024,-0.0045,-0.0058,-0.0017,0.0036,0.0046,0.0009,0.0007,0
82,0.5002,0.5,0.116,0.0814,-0.0084,-0.0174,-0.017,0.0001,0.0016,0.0085,-0.0033,-0.0096,-0.0041,0.0062,0.0132,0.008,-0.0103,-0.0065,0.003,0.0024,0.0048,-0.0093,-0.0043,-0.0002,-0.0004,0.0033,0.002,-0.0019,0
83,0.5002,0.5009,0.1131,0.098,-0.0082,-0.0191,-0.011,-0.001,-0.0021,0.0034,-0.0035,-0.0081,-0.0036,0.0056,0.0132,0.0093,-0.0002,-0.0067,-0.0066,0.002,0.0037,-0.0009,-0.0051,-0.0031,0.004,0.0036,0.002,0,0
84,0.5001,0.5008,0.115,0.0932,-0.0095,-0.0163,-0.0107,-0.0024,0.008,0.0001,-0.0023,-0.012,-0.008,0.0075,0.0108,0.0107,-0.0054,-0.0069,-0.0006,0.0014,0.0043,-0.0025,-0.004,-0.002,0.0032,0.0068,0.0017,-0.0019,0
85,0.5009,0.5002,0.1153,0.1201,-0.0088,-0.0201,-0.0145,-0.0014,0.0008,0.0011,0.0001,-0.0105,-0.0031,0.0067,0.0154,0.0082,-0.0055,-0.004,-0.0027,0.0084,0.0032,-0.0007,-0.0037,-0.0019,0.0052,-0.0007,0.0028,0.0007,0
86,0.5005,0.5002,0.1257,0.1198,-0.008,-0.0216,-0.0166,-0.0008,0.0052,0.0028,-0.001,-0.0043,-0.0019,0.0059,0.016,0.0056,-0.0009,-0.0063,0.0036,0.0034,0.0047,-0.0015,-0.0061,-0.0025,0.0022,-0.0025,0.0026,-0.0009,0
87,0.5002,0.5008,0.1004,0.0918,-0.0092,-0.0187,-0.0099,-0.0011,0.0104,0.0025,-0.0037,-0.0153,-0.0036,0.0087,0.0186,0.0075,-0.005,-0.0049,0.0002,0.003,0.0018,-0.0017,-0.0077,-0.0021,-0.0014,0.0064,0.0008,-0.0011,0
88,0.5006,0.5008,0.0977,0.0799,-0.0091,-0.0186,-0.0175,-0.0028,0.0036,0.0022,-0.0027,-0.0141,-0.0034,0.0083,0.0099,0.0079,-0.0014,-0.0059,-0.0018,0.0055,0.0028,0.0026,-0.0095,-0.0011,0.0019,0.0036,0.001,-0.0037,0
89,0.5002,0.5,0.1262,0.1256,-0.0109,-0.0211,-0.0168,-0.0002,0.0065,0.0123,-0.0018,-0.0122,-0.0033,0.007,0.0147,0.0101,-0.0042,-0.0052,-0.004,0.0066,0.0053,-0.0028,-0.0023,-0.0021,-0.0038,0.0005,0.0005,-0.0038,0
90,0.5008,0.4998,0.114,0.0947,-0.0067,-0.0171,-0.0191,-0.0006,0.0019,0.0067,-0.0039,-0.0151,-0.0062,0.0071,0.01,0.0106,-0.0066,-0.0055,-0.0028,0.0021,0.004,-0.003,-0.0058,-0.0035,-0.0022,0.0047,0.0022,-0.0003,0
91,0.5004,0.5009,0.0872,0.0957,-0.0089,-0.0202,-0.0095,-0.0009,0.008,0.0075,-0.0013,-0.007,-0.0038,0.0059,0.0056,0.0087,-0.0022,-0.0069,0.0053,0.0019,0.005,-0.0008,-0.0015,-0.0026,0.0024,0.0037,0.0013,-0.003,0
92,0.5227,0.5266,0.0595,0.0923,-0.0082,-0.0166,-0.0097,-0.0024,0.001,-0.0007,-0.0025,-0.0122,-0.0038,0.007,0.0067,0.0047,-0.0057,-0.0093,-0.0105,-0.0058,0.0012,-0.0055,-0.0062,-0.0023,-0.0026,0.0025,0.0006,-0.0031,0
